,EV_0hr_dox_rep1,EV_0hr_dox_rep2,EV_2hr_dox_rep1,EV_2hr_dox_rep2,EV_6hr_dox_rep1,EV_6hr_dox_rep2,EV_12hr_dox_rep1,EV_12hr_dox_rep2
ENSMUSG00000104108.1,4.9830705231,12.9547559955,6.9398643683,4.929037656,0,0.9941240488,8.9328935359,4.998810464
ENSMUSG00000104107.1,5.9796846278,8.9686772277,0.9914091955,1.9716150624,0,2.9823721464,8.9328935359,0
ENSMUSG00000094392.1,284.0350198186,528.1554367397,579.9743793546,304.6145271433,335.1431489269,530.8622420569,442.6745018895,486.8841391918
ENSMUSG00000102946.2,0,0,4.9570459774,0,0,0,0,0
ENSMUSG00000102945.1,0,0,0,0,0,2.9823721464,0,0
ENSMUSG00000102234.1,3.9864564185,6.9756378437,1.982818391,0,4.98724924,5.9647442928,1.9850874524,3.9990483712
ENSMUSG00000102236.1,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000104271.1,0,0,3.9656367819,0,0,0,0,0
ENSMUSG00000103928.1,108.6309374043,108.6206464238,116.9862850664,95.6233305272,73.8112887518,139.1773668314,105.2096349782,83.9800157949
ENSMUSG00000103926.1,1.9932282093,1.9930393839,15.8625471276,3.9432301248,0,3.9764961952,0,0
ENSMUSG00000103923.1,0,0,0,0,0,0.9941240488,0,0
ENSMUSG00000102657.1,97.6681822534,151.4709931782,173.4966092086,99.566560652,72.8138389038,118.3007618067,166.7473460032,82.9802537021
ENSMUSG00000103000.1,1.9932282093,3.9860787678,5.9484551729,1.9716150624,1.994899696,17.8942328783,3.9701749048,3.9990483712
ENSMUSG00000103076.1,20.9288961972,18.9338741473,27.7594574734,15.7729204993,14.96174772,10.9353645368,19.8508745242,12.9969072064
ENSMUSG00000103072.1,0,0.996519692,0,3.9432301248,0,3.9764961952,1.9850874524,0.9997620928
ENSMUSG00000104315.1,3.9864564185,9.9651969196,16.8539563231,4.929037656,5.984699088,7.9529923904,11.9105247145,0.9997620928
ENSMUSG00000104316.1,0,1.9930393839,0,0,0,0,0,0
ENSMUSG00000103272.1,36.8747218712,9.9651969196,20.819593105,20.7019581554,1.994899696,14.9118607319,6.9478060835,24.9940523199
ENSMUSG00000103270.1,6.9762987324,1.9930393839,13.8797287367,1.9716150624,3.989799392,5.9647442928,1.9850874524,10.9973830208
ENSMUSG00000103276.1,0,0,0,0,0,0,0,1.9995241856
ENSMUSG00000102482.1,1.9932282093,0,0,4.929037656,0,0,3.9701749048,3.9990483712
ENSMUSG00000102481.1,0,0,0,2.9574225936,0,0,0,0
ENSMUSG00000102480.1,0.9966141046,0,0,1.9716150624,0,0,11.9105247145,0
ENSMUSG00000108260.1,3.9864564185,0,0,0.9858075312,0,2.9823721464,6.9478060835,0
ENSMUSG00000103403.1,0,0,0,3.9432301248,9.97449848,1.9882480976,10.9179809883,1.9995241856
ENSMUSG00000103404.1,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000103408.1,10.9627551509,1.9930393839,1.982818391,6.9006527185,1.994899696,11.9294885855,2.9776311786,0
ENSMUSG00000102728.1,3.9864564185,0,17.8453655186,0,0,0,0,0
ENSMUSG00000102722.1,6.9762987324,0,3.9656367819,0,0,1.9882480976,1.9850874524,0
ENSMUSG00000103899.1,3.9864564185,10.9617166116,19.8281839096,5.9148451872,5.984699088,0,0,21.9947660415
ENSMUSG00000103891.1,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000103614.1,3.9864564185,3.9860787678,5.9484551729,1.9716150624,2.992349544,9.941240488,27.7912243339,9.997620928
ENSMUSG00000104061.1,13.9525974648,1.9930393839,13.8797287367,0,1.994899696,15.9059847807,15.8806996194,7.9980967424
ENSMUSG00000104060.1,1.9932282093,0,3.9656367819,0,0,0,0,0
ENSMUSG00000104066.1,1.9932282093,0,0.9914091955,0,0,0,0,0
ENSMUSG00000104391.1,6.9762987324,9.9651969196,13.8797287367,2.9574225936,1.994899696,4.970620244,8.9328935359,1.9995241856
ENSMUSG00000104392.1,25.9119667203,3.9860787678,15.8625471276,3.9432301248,11.969398176,7.9529923904,11.9105247145,11.9971451136
ENSMUSG00000104399.1,62.7866885915,54.8085830579,71.3814620744,36.4748786547,49.8724923998,66.6063112693,73.4482357395,68.9835844029
ENSMUSG00000102579.1,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000102571.1,0,0,0,0,0,0,2.9776311786,0
ENSMUSG00000102570.1,18.9356679879,28.8990710669,17.8453655186,24.6451882802,44.8852431599,25.8472252687,32.7539429649,9.997620928
ENSMUSG00000102577.1,76.7392860562,30.8921104508,40.6477770146,22.6735732178,31.9183951359,84.5005441476,85.358760454,70.9831085885
ENSMUSG00000104180.1,0,0,0,3.9432301248,0,0,0,0
ENSMUSG00000102370.1,0.9966141046,8.9686772277,3.9656367819,0,1.994899696,1.9882480976,6.9478060835,0
ENSMUSG00000103131.1,0,0,0,0,6.982148936,0,0,0
ENSMUSG00000103132.1,7.972912837,0.996519692,3.9656367819,0,1.994899696,1.9882480976,6.9478060835,0
ENSMUSG00000103135.1,7.972912837,10.9617166116,11.8969103457,3.9432301248,3.989799392,9.941240488,1.9850874524,5.9985725568
ENSMUSG00000103137.1,0,0.996519692,0,0,0,0,1.9850874524,0
ENSMUSG00000103139.1,0,0,0,1.9716150624,0,2.9823721464,0,0
ENSMUSG00000102225.1,9.9661410463,6.9756378437,0,1.9716150624,1.994899696,13.9177366831,8.9328935359,1.9995241856
ENSMUSG00000104211.1,3.9864564185,0,0,0,0,0,0,0
ENSMUSG00000104212.1,16.9424397787,0.996519692,13.8797287367,3.9432301248,5.984699088,0,0,0
ENSMUSG00000103336.1,0,0,0,2.9574225936,0,0,0,0
ENSMUSG00000114194.1,3.9864564185,0,1.982818391,1.9716150624,0,0,0,0
ENSMUSG00000103485.1,0,3.9860787678,0,0,0,0,0,0
ENSMUSG00000103811.1,0,0,0,0,0,0,0,1.9995241856
ENSMUSG00000103810.1,2.9898423139,1.9930393839,8.9226827593,0,1.994899696,5.9647442928,12.9030684407,0
ENSMUSG00000103818.1,1.9932282093,6.9756378437,0,0,0,0,1.9850874524,0
ENSMUSG00000104400.1,3.9864564185,0,0,0,0,0,0,0
ENSMUSG00000104406.1,4.9830705231,1.9930393839,1.982818391,6.9006527185,2.992349544,0,3.9701749048,0
ENSMUSG00000103697.1,144.5090451709,73.7424572052,122.9347402393,102.5239832457,108.7220334317,107.3653972699,138.9561216694,128.9693099707
ENSMUSG00000102649.1,0,7.9721575357,3.9656367819,0,2.992349544,0,0,0
ENSMUSG00000103999.1,0,0,5.9484551729,0,0,2.9823721464,0,0
ENSMUSG00000102844.1,0,0,0,0,1.994899696,0,1.9850874524,0
ENSMUSG00000102841.1,0,0,0,0,0,0,1.9850874524,0
ENSMUSG00000102840.1,5.9796846278,0,0.9914091955,1.9716150624,1.994899696,1.9882480976,3.9701749048,0
ENSMUSG00000103717.1,4.9830705231,0.996519692,0,0,0,0,0,0
ENSMUSG00000104292.1,10.9627551509,1.9930393839,25.7766390824,1.9716150624,1.994899696,11.9294885855,12.9030684407,7.9980967424
ENSMUSG00000104293.1,11.9593692555,7.9721575357,11.8969103457,1.9716150624,11.969398176,16.9001088295,13.8956121669,0
ENSMUSG00000102436.1,0,3.9860787678,0,0,0,0,0,0
ENSMUSG00000102434.1,0,0,3.9656367819,0,0,0,0,0
ENSMUSG00000102147.1,3.9864564185,0,0,1.9716150624,0,0,0,0
ENSMUSG00000102145.1,3.9864564185,0,0,8.8722677809,1.994899696,0.9941240488,0.9925437262,0
ENSMUSG00000102143.1,116.6038502413,43.8468664463,88.2354183975,40.4181087795,74.8087385998,24.8531012199,66.5004296561,58.985963475
ENSMUSG00000102140.1,6.9762987324,3.9860787678,1.982818391,1.9716150624,1.994899696,0,3.9701749048,0.9997620928
ENSMUSG00000102148.1,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000104485.1,0,0,0,1.9716150624,0,0,0,0
ENSMUSG00000104486.1,4.9830705231,0,0,0,0.997449848,0,6.9478060835,0.9997620928
ENSMUSG00000103569.1,0,10.9617166116,11.8969103457,6.9006527185,6.982148936,3.9764961952,37.716661596,3.9990483712
ENSMUSG00000102881.1,11.9593692555,11.9582363035,15.8625471276,5.9148451872,11.969398176,10.9353645368,19.8508745242,7.9980967424
ENSMUSG00000103560.1,32.8882654527,1.9930393839,17.8453655186,3.9432301248,12.966848024,20.8766050247,12.9030684407,21.9947660415
ENSMUSG00000103916.1,0,3.9860787678,0,0,1.994899696,0,1.9850874524,0
ENSMUSG00000103914.1,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000103911.1,0,0.996519692,0,0,1.994899696,0.9941240488,0,1.9995241856
ENSMUSG00000104344.1,85.7088129979,92.6763313524,112.029239089,38.4464937171,85.7806869277,88.4770403428,91.3140228113,88.9788262589
ENSMUSG00000104361.1,9.9661410463,6.9756378437,2.9742275864,5.9148451872,5.984699088,3.9764961952,27.7912243339,9.997620928
ENSMUSG00000104369.1,3.9864564185,10.9617166116,13.8797287367,3.9432301248,0,17.8942328783,1.9850874524,3.9990483712
ENSMUSG00000097935.1,0,2.9895590759,0,0,0,1.9882480976,0,1.9995241856
ENSMUSG00000103247.1,3.9864564185,0,0,0,1.994899696,0,6.9478060835,1.9995241856
ENSMUSG00000103456.1,0,0.996519692,0,0,1.994899696,0,0,0.9997620928
ENSMUSG00000103454.1,0,0,0,1.9716150624,0,0,0,0
ENSMUSG00000104159.1,0,0,9.9140919548,1.9716150624,4.98724924,0,0,0.9997620928
ENSMUSG00000104156.2,53.8171616498,42.8503467544,43.622004601,37.4606861859,41.8928936159,37.7767138542,62.5302547512,60.9854876606
ENSMUSG00000104154.1,23.918738511,31.8886301428,17.8453655186,0.9858075312,25.9336960479,23.8589771711,32.7539429649,28.9931006911
ENSMUSG00000103075.1,1.9932282093,1.9930393839,12.8883195412,0,6.982148936,0,0,3.9990483712
ENSMUSG00000103071.1,1.9932282093,7.9721575357,1.982818391,0,1.994899696,0.9941240488,0,0
ENSMUSG00000102939.1,0,0,0,0,0,0,0,1.9995241856
ENSMUSG00000102931.1,49.8307052313,27.9025513749,38.6649586236,15.7729204993,11.969398176,39.7649619518,27.7912243339,35.9914353407
ENSMUSG00000102930.1,5.9796846278,0,0,1.9716150624,0,3.9764961952,0,0
ENSMUSG00000103085.1,10.9627551509,27.9025513749,13.8797287367,13.8013054369,1.994899696,5.9647442928,15.8806996194,7.9980967424
ENSMUSG00000103087.1,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000103082.1,13.9525974648,6.9756378437,16.8539563231,23.659380749,9.97449848,2.9823721464,1.9850874524,26.9935765055
ENSMUSG00000104052.1,1.9932282093,1.9930393839,0,0,0,0,0,5.9985725568
ENSMUSG00000104053.1,0,0,0,0,0,7.9529923904,0,0
ENSMUSG00000104057.1,0,0,0,0,0,5.9647442928,0,0
ENSMUSG00000102542.1,0.9966141046,0,0,0,0,0,0,0
ENSMUSG00000102540.1,0,0.996519692,1.982818391,0,2.992349544,3.9764961952,0,1.9995241856
ENSMUSG00000103204.1,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000102383.1,1.9932282093,0.996519692,0,0,2.992349544,0,1.9850874524,1.9995241856
ENSMUSG00000103163.1,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000103162.1,0,1.9930393839,5.9484551729,0,10.971948328,6.9588683416,6.9478060835,1.9995241856
ENSMUSG00000118088.1,19.9322820925,40.8573073704,30.7336850598,17.7445355617,24.9362461999,44.7355821958,42.679380227,13.9966692991
ENSMUSG00000103164.1,17.9390538833,3.9860787678,0.9914091955,2.9574225936,1.994899696,3.9764961952,3.9701749048,0
ENSMUSG00000104248.1,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000104245.1,84.7121988933,45.8399058302,121.9433310438,111.3962510265,46.8801428558,83.5064200988,113.1499847879,76.9816811453
ENSMUSG00000103360.1,3.9864564185,0,0,0,0,0,1.9850874524,5.9985725568
ENSMUSG00000103364.1,4.9830705231,0,5.9484551729,0,0,3.9764961952,0.9925437262,0
ENSMUSG00000103367.1,95.6749540442,90.6832919685,136.814468976,114.3536736202,95.7551854077,128.2420022946,109.1798098831,115.9724027644
ENSMUSG00000102775.1,7.972912837,0,0.9914091955,0,10.971948328,13.9177366831,10.9179809883,10.9973830208
ENSMUSG00000102776.1,16.9424397787,1.9930393839,27.7594574734,1.9716150624,6.982148936,6.9588683416,0,16.9959555775
ENSMUSG00000102770.1,0,0,0,0,0.997449848,0,0.9925437262,0
ENSMUSG00000102779.1,0,0,15.8625471276,0,0,0.9941240488,0,0
ENSMUSG00000102190.1,0.9966141046,0,0,0,0,0,0,0
ENSMUSG00000102194.1,3.9864564185,1.9930393839,1.982818391,0,1.994899696,0,0,0
ENSMUSG00000102197.1,2.9898423139,0,0.9914091955,2.9574225936,1.994899696,0,1.9850874524,0
ENSMUSG00000102198.1,0,1.9930393839,7.9312735638,0,0,0,0,5.9985725568
ENSMUSG00000103470.1,0,0,1.982818391,1.9716150624,0,0,0,0
ENSMUSG00000103668.1,20.9288961972,7.9721575357,18.8367747141,12.8154979057,14.96174772,4.970620244,2.9776311786,12.9969072064
ENSMUSG00000103576.1,4.9830705231,0,2.9742275864,1.9716150624,0,1.9882480976,3.9701749048,3.9990483712
ENSMUSG00000102302.1,137.5327464385,69.7563784373,90.2182367885,73.9355648406,100.7424346477,67.6004353181,128.0381406811,142.9659792699
ENSMUSG00000102305.1,14.9492115694,10.9617166116,14.8711379322,12.8154979057,1.994899696,12.9236126343,1.9850874524,21.9947660415
ENSMUSG00000102307.1,0,1.9930393839,0,0,0,0,0,0
ENSMUSG00000102460.1,3.9864564185,0,0,0,1.994899696,9.941240488,2.9776311786,0
ENSMUSG00000102464.2,1.9932282093,0,0,1.9716150624,0.997449848,2.9823721464,3.9701749048,0
ENSMUSG00000062791.4,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000102466.1,1.9932282093,3.9860787678,5.9484551729,9.8580753121,2.992349544,13.9177366831,8.9328935359,0.9997620928
ENSMUSG00000104471.1,0,0,0,0,0,0,0,0.9997620928
ENSMUSG00000104476.1,2.9898423139,14.9477953794,7.9312735638,5.9148451872,1.994899696,26.8413493175,42.679380227,7.9980967424
ENSMUSG00000103967.1,10.9627551509,11.9582363035,4.9570459774,2.9574225936,6.982148936,10.9353645368,1.9850874524,8.9978588352
ENSMUSG00000103556.1,0,6.9756378437,0,1.9716150624,4.98724924,3.9764961952,1.9850874524,0
ENSMUSG00000103552.1,0,0,0,0,1.994899696,0.9941240488,0,0
ENSMUSG00000103553.1,3.9864564185,0,4.9570459774,0,4.98724924,5.9647442928,11.9105247145,0
ENSMUSG00000103558.1,56.8070039637,42.8503467544,30.7336850598,30.5600334675,20.9464468079,49.7062024398,27.7912243339,30.9926248767
ENSMUSG00000102639.1,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000102633.1,0,3.9860787678,0,0,2.992349544,0,3.9701749048,0
ENSMUSG00000103949.1,0,1.9930393839,0,2.9574225936,0,0.9941240488,0,0
ENSMUSG00000103940.1,6.9762987324,0,15.8625471276,0,6.982148936,8.9471164392,6.9478060835,3.9990483712
ENSMUSG00000103945.1,19.9322820925,7.9721575357,21.8110023005,17.7445355617,38.9005440719,11.9294885855,12.9030684407,18.9954797631
ENSMUSG00000102259.1,0.9966141046,0,0.9914091955,1.9716150624,0,3.9764961952,3.9701749048,0
ENSMUSG00000103299.1,0,0,0,0,0,0.9941240488,0,0
ENSMUSG00000103291.1,3.9864564185,10.9617166116,3.9656367819,10.8438828433,0,26.8413493175,8.9328935359,1.9995241856
ENSMUSG00000103741.1,0,1.9930393839,5.9484551729,0,1.994899696,1.9882480976,0,0
ENSMUSG00000104350.1,1.9932282093,1.9930393839,0,0,0,3.9764961952,0,0
ENSMUSG00000103467.1,10.9627551509,8.9686772277,8.9226827593,13.8013054369,15.9591975679,2.9823721464,9.9254372621,11.9971451136
ENSMUSG00000104166.1,1.9932282093,0.996519692,0.9914091955,0,1.994899696,0,0,1.9995241856
ENSMUSG00000104164.1,27.9051949295,14.9477953794,31.7250942553,12.8154979057,14.96174772,15.9059847807,29.7763117863,19.9952418559
ENSMUSG00000104165.1,3.9864564185,3.9860787678,0,0,1.994899696,0,0,0
ENSMUSG00000104168.1,31.8916513481,37.8677482945,15.8625471276,14.7871129681,26.9311458959,25.8472252687,25.8061368815,32.9921490623
ENSMUSG00000102784.1,0,0,7.9312735638,1.9716150624,4.98724924,0,0,1.9995241856
ENSMUSG00000102786.1,4.9830705231,0,3.9656367819,3.9432301248,0,0,3.9701749048,0
ENSMUSG00000102780.1,154.4751862171,136.5231977988,132.8488321941,76.8929874342,109.7194832796,112.3360175139,194.5385703371,126.9697857851
ENSMUSG00000102258.1,1.9932282093,0,7.9312735638,0.9858075312,5.984699088,5.9647442928,10.9179809883,5.9985725568
ENSMUSG00000102253.1,0,0,0,0,0,0,0.9925437262,0
ENSMUSG00000102733.1,0,0,0,0,0,5.9647442928,0,0
ENSMUSG00000102902.1,0,0,0,5.9148451872,0,0,0,0
ENSMUSG00000103056.1,9.9661410463,2.9895590759,11.8969103457,4.929037656,9.97449848,0.9941240488,9.9254372621,21.9947660415
ENSMUSG00000103053.1,0,0,0.9914091955,0,0,0,0,0
ENSMUSG00000104087.1,0,0.996519692,0,0,4.98724924,0,0,0
ENSMUSG00000083808.1,0,0,0,4.929037656,1.994899696,0,0,0
ENSMUSG00000104337.1,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000104332.1,0,0,0,0,0,0,1.9850874524,0
ENSMUSG00000104330.1,0,0,0,5.9148451872,0,0,2.9776311786,0.9997620928
ENSMUSG00000103211.1,0,1.9930393839,0,0,1.994899696,0,0,0
ENSMUSG00000103151.1,0,0,0,0,0,0,0,3.9990483712
ENSMUSG00000103156.1,2.9898423139,0,0,0,0,2.9823721464,0,0
ENSMUSG00000104272.1,3.9864564185,0,0,3.9432301248,1.994899696,0,3.9701749048,7.9980967424
ENSMUSG00000104277.1,9.9661410463,1.9930393839,27.7594574734,19.7161506242,3.989799392,3.9764961952,14.8881558931,5.9985725568
ENSMUSG00000099465.1,127.5666053922,96.6624101203,103.1065563297,67.0349121222,113.7092826716,66.6063112693,98.2618288948,155.9628864762
ENSMUSG00000104279.1,4.9830705231,6.9756378437,7.9312735638,0,19.9489969599,19.8824809759,8.9328935359,5.9985725568
ENSMUSG00000103391.1,4.9830705231,0,0,0,0,1.9882480976,0,0
ENSMUSG00000103393.1,0,1.9930393839,3.9656367819,1.9716150624,0.997449848,0,1.9850874524,3.9990483712
ENSMUSG00000102704.1,18.9356679879,6.9756378437,3.9656367819,5.9148451872,15.9591975679,3.9764961952,8.9328935359,8.9978588352
ENSMUSG00000103735.1,26.9085808249,26.906031683,24.7852298869,40.4181087795,30.9209452879,23.8589771711,19.8508745242,34.9916732479
ENSMUSG00000102989.1,0,0,9.9140919548,0,0,0.9941240488,3.9701749048,0
ENSMUSG00000102982.1,10.9627551509,19.9303938392,13.8797287367,6.9006527185,7.979598784,24.8531012199,11.9105247145,1.9995241856
ENSMUSG00000102983.1,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000103632.1,3.9864564185,2.9895590759,6.9398643683,16.7587280305,0.997449848,10.9353645368,0,19.9952418559
ENSMUSG00000103636.1,0,0,5.9484551729,2.9574225936,0,0,0,0
ENSMUSG00000104001.1,0,6.9756378437,0,5.9148451872,0,0,0,0
ENSMUSG00000104002.2,8.9695269416,8.9686772277,8.9226827593,4.929037656,7.979598784,10.9353645368,4.962718631,6.9983346496
ENSMUSG00000102518.1,0,0,0,1.9716150624,0,0,0,0
ENSMUSG00000102516.1,0,0,0,0,0,0,3.9701749048,0
ENSMUSG00000102457.1,18.9356679879,3.9860787678,1.982818391,41.4039163107,11.969398176,15.9059847807,14.8881558931,21.9947660415
ENSMUSG00000102452.1,25.9119667203,6.9756378437,8.9226827593,4.929037656,10.971948328,8.9471164392,26.7986806077,8.9978588352
ENSMUSG00000102352.1,0,0,0,0,0,0,0.9925437262,0
ENSMUSG00000083922.1,3.9864564185,6.9756378437,1.982818391,1.9716150624,0,0,0,1.9995241856
ENSMUSG00000102459.1,0,0,0,0,0.997449848,0,0.9925437262,0
ENSMUSG00000102935.1,28.9018090342,1.9930393839,21.8110023005,5.9148451872,11.969398176,4.970620244,4.962718631,4.998810464
ENSMUSG00000103313.1,3.9864564185,1.9930393839,7.9312735638,1.9716150624,3.989799392,2.9823721464,10.9179809883,5.9985725568
ENSMUSG00000103317.1,1.9932282093,6.9756378437,0,0,0,0,3.9701749048,0
ENSMUSG00000103592.1,0,0.996519692,0,4.929037656,2.992349544,0,1.9850874524,0
ENSMUSG00000103591.1,4.9830705231,0.996519692,0,10.8438828433,0,1.9882480976,7.9403498097,1.9995241856
ENSMUSG00000103621.1,11.9593692555,17.9373544553,15.8625471276,7.8864602497,20.9464468079,30.8178455127,4.962718631,13.9966692991
ENSMUSG00000104427.1,3.9864564185,1.9930393839,0,1.9716150624,0.997449848,5.9647442928,8.9328935359,0
ENSMUSG00000103509.1,308.9503724342,144.4953553344,187.3763379453,154.7717823997,144.6302279595,209.7601742959,207.4416387778,207.9505153016
ENSMUSG00000103505.1,0,3.9860787678,15.8625471276,1.9716150624,0,3.9764961952,0.9925437262,3.9990483712
ENSMUSG00000103507.1,34.8814936619,41.8538270624,37.6735494282,41.4039163107,39.8979939199,69.5886834157,64.5153422036,71.9828706813
ENSMUSG00000103506.1,13.9525974648,17.9373544553,3.9656367819,5.9148451872,4.98724924,6.9588683416,8.9328935359,3.9990483712
ENSMUSG00000102662.1,0,12.9547559955,13.8797287367,0,1.994899696,0,8.9328935359,1.9995241856
ENSMUSG00000102665.1,3.9864564185,0,3.9656367819,3.9432301248,1.994899696,7.9529923904,1.9850874524,1.9995241856
ENSMUSG00000102664.1,20.9288961972,0,13.8797287367,1.9716150624,7.979598784,24.8531012199,16.8732433456,3.9990483712
ENSMUSG00000102594.1,3.9864564185,0,3.9656367819,1.9716150624,0,2.9823721464,0,1.9995241856
ENSMUSG00000102593.1,35.8781077666,21.9234332232,50.5618689694,33.5174560611,31.9183951359,10.9353645368,29.7763117863,33.9919111551
ENSMUSG00000102599.1,0,0,0,6.9006527185,0.997449848,0.9941240488,0.9925437262,0
ENSMUSG00000102374.1,6.9762987324,3.9860787678,1.982818391,3.9432301248,9.97449848,0.9941240488,13.8956121669,7.9980967424
ENSMUSG00000097148.2,4.9830705231,3.9860787678,4.9570459774,2.9574225936,1.994899696,3.9764961952,3.9701749048,1.9995241856
ENSMUSG00000103622.1,32.8882654527,20.9269135312,49.5704597739,46.3329539668,25.9336960479,52.6885745862,49.6271863105,38.9907216191
ENSMUSG00000103766.5,1.9932282093,0,0,0,1.994899696,0,0.9925437262,0
ENSMUSG00000000948.16,73.7494437424,85.7006935087,75.3470988563,78.8646024967,53.8622917918,79.5299239037,52.6048174891,52.9873909182
ENSMUSG00000094410.7,432.5305214079,390.635719249,518.507009235,405.1668953266,405.9620881347,437.4145814701,509.1749315456,411.9019822321
ENSMUSG00000114472.1,0,0,0,0,0,3.9764961952,0,0
ENSMUSG00000111774.1,0.9966141046,0,2.9742275864,0,0,0,0,0
ENSMUSG00000112854.1,108.6309374043,89.6867722766,84.2697816156,55.2052217477,104.7322340397,87.482916294,124.0679657762,78.9812053309
ENSMUSG00000109002.1,1.9932282093,1.9930393839,0,0,0.997449848,0,0,0
ENSMUSG00000112792.1,4.9830705231,3.9860787678,0,0,4.98724924,0,0,1.9995241856
ENSMUSG00000117570.1,0,0,0,0,0,0.9941240488,0,0
ENSMUSG00000104768.1,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000109704.1,0.9966141046,0,0,0,0,0,0,0
ENSMUSG00000110151.2,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000111497.1,0.9966141046,6.9756378437,1.982818391,1.9716150624,5.984699088,1.9882480976,3.9701749048,3.9990483712
ENSMUSG00000091876.1,2.9898423139,0.996519692,0.9914091955,0,0.997449848,0,8.9328935359,1.9995241856
ENSMUSG00000108634.1,0,0,0,0,0,5.9647442928,0,0
ENSMUSG00000109398.2,0,0,0,5.9148451872,2.992349544,0,0,0
ENSMUSG00000112375.1,8.9695269416,8.9686772277,3.9656367819,9.8580753121,21.9438966559,10.9353645368,0,17.9957176703
ENSMUSG00000105489.1,0,0,0,2.9574225936,0,0.9941240488,0,0.9997620928
ENSMUSG00000116498.1,18.9356679879,8.9686772277,17.8453655186,21.6877656866,9.97449848,20.8766050247,11.9105247145,20.9950039487
ENSMUSG00000108553.1,0.9966141046,0,0,0,0,0,0,0
ENSMUSG00000110648.1,0.9966141046,0.996519692,1.982818391,0,1.994899696,2.9823721464,0.9925437262,0.9997620928
ENSMUSG00000109153.1,3.9864564185,3.9860787678,0,3.9432301248,1.994899696,2.9823721464,3.9701749048,1.9995241856
ENSMUSG00000110045.1,0,0,0,0,0,0,0,0.9997620928
ENSMUSG00000117004.1,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000114401.1,14.9492115694,23.9164726071,1.982818391,5.9148451872,19.9489969599,11.9294885855,20.8434182504,22.9945281343
ENSMUSG00000113691.1,77.7359001609,89.6867722766,97.1581011568,69.9923347158,73.8112887518,79.5299239037,82.3811292754,108.9740681148
ENSMUSG00000108010.1,12.9559833601,6.9756378437,7.9312735638,14.7871129681,1.994899696,4.970620244,6.9478060835,15.9961934847
ENSMUSG00000107640.1,2.9898423139,0,7.9312735638,0,1.994899696,0,0,1.9995241856
ENSMUSG00000108371.1,0,0,0,0,0,0,1.9850874524,0
ENSMUSG00000109556.1,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000107060.1,39.8645641851,37.8677482945,33.7079126463,41.4039163107,21.9438966559,57.6591948301,46.6495551319,39.9904837119
ENSMUSG00000107728.1,8.9695269416,0.996519692,0,0,1.994899696,0,6.9478060835,5.9985725568
ENSMUSG00000109549.1,4.9830705231,2.9895590759,0,0,0,4.970620244,1.9850874524,2.9992862784
ENSMUSG00000110365.1,0,1.9930393839,0,0,0,0,0,0
ENSMUSG00000109984.1,7.972912837,13.9512756875,17.8453655186,5.9148451872,1.994899696,2.9823721464,8.9328935359,2.9992862784
ENSMUSG00000108592.2,13.9525974648,23.9164726071,7.9312735638,0,3.989799392,8.9471164392,14.8881558931,1.9995241856
ENSMUSG00000096322.2,0,0,0,1.9716150624,0,0,0,0
ENSMUSG00000109193.1,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000108460.1,0,12.9547559955,9.9140919548,1.9716150624,0.997449848,1.9882480976,0,5.9985725568
ENSMUSG00000109450.1,57.8036180683,12.9547559955,14.8711379322,21.6877656866,21.9438966559,30.8178455127,1.9850874524,7.9980967424
ENSMUSG00000109123.1,4.9830705231,1.9930393839,2.9742275864,5.9148451872,1.994899696,0,0.9925437262,0
ENSMUSG00000108801.1,10.9627551509,26.906031683,24.7852298869,19.7161506242,24.9362461999,12.9236126343,27.7912243339,14.9964313919
ENSMUSG00000108977.1,0,0,0,0,0,4.970620244,0,0
ENSMUSG00000109654.1,61.7900744868,97.6589298122,60.4759609242,68.0207196534,73.8112887518,63.6239391229,91.3140228113,93.9776367229
ENSMUSG00000109277.1,1.9932282093,0,3.9656367819,5.9148451872,1.994899696,2.9823721464,0.9925437262,5.9985725568
ENSMUSG00000110172.1,0,0,0,0,0,0.9941240488,0,0
ENSMUSG00000109869.1,2.9898423139,0,0,0,0,0,0,0
ENSMUSG00000110179.1,3.9864564185,0,0,0,0,0,0,0
ENSMUSG00000115911.1,0,0,0,0,3.989799392,0,0,0
ENSMUSG00000110443.1,0,0,2.9742275864,0,0,0,0,0
