,EV_0hr_dox_rep1,EV_0hr_dox_rep2,EV_2hr_dox_rep1,EV_2hr_dox_rep2,EV_6hr_dox_rep1,EV_6hr_dox_rep2,EV_12hr_dox_rep1,EV_12hr_dox_rep2
ENSMUSG00000026761.12,1419.1784849883,1360.2493795277,1419.6979679245,1530.9590959664,1330.5980972277,1321.1908608494,1469.9572585166,1419.6621717707
ENSMUSG00000029012.11,536.1783882891,532.1415155075,606.7424276325,619.0871295988,657.3194498299,543.7858546912,656.0714030246,592.8589210282
ENSMUSG00000031697.12,818.2201798984,1072.2551885508,953.7356460498,927.6448868669,797.9598783974,955.3532108926,790.064806063,799.809674237
ENSMUSG00000061540.3,10.9627551509,13.9512756875,26.7680482779,4.929037656,8.977048632,13.9177366831,10.9179809883,2.9992862784
ENSMUSG00000028359.4,0,0,4.9570459774,0,0,2.9823721464,0,0
ENSMUSG00000026097.9,84.7121988933,146.4883947184,121.9433310438,161.6724351181,179.5409726394,144.1479870754,121.0903345976,99.9762092796
ENSMUSG00000025353.5,235.2009286919,294.9698288207,203.238885073,257.2957656453,210.4619179273,238.589771711,214.3894448613,284.9321964469
ENSMUSG00000038150.7,1801.8783011649,1534.640325621,2269.3356484491,2309.7470456209,2061.7288358094,1810.2998928569,2089.3045436715,1971.5308469943
ENSMUSG00000040462.13,9416.0100605121,9036.4405667085,9052.5573639095,9207.4423414848,10118.1312580796,9093.2526743338,10243.0512544846,10904.4051461292
ENSMUSG00000024687.11,5021.9384732134,5368.2515805976,5100.8003107342,5307.5877480251,5506.9206107904,5327.5107774959,5330.9523534726,4539.919663388
ENSMUSG00000020435.17,165.437941368,251.1229623743,151.6856069081,280.9551463943,195.5001702074,241.5721438573,165.754802277,272.9350513334
ENSMUSG00000040875.12,336.8555673638,430.4965069274,349.9674460037,417.9823932323,468.8014285585,507.9973889346,453.5924828779,561.8662961515
ENSMUSG00000022807.9,966.7156814878,1049.3352356357,1034.0397908835,1171.1393470754,1053.3070394846,1061.7244841138,957.8046957924,1111.7354471895
ENSMUSG00000044252.18,812.2404952707,780.274918806,879.379956389,780.7595647169,779.0083312855,811.2052238172,742.4227072049,976.767564662
ENSMUSG00000039050.8,1655.3760277848,1553.5741997683,1822.2101012885,1587.1501252452,1725.5882370345,1783.4585435394,1671.4436349372,1668.602932877
ENSMUSG00000029822.15,1114.2145689725,1311.4199146216,1569.4007564417,1650.2418072426,968.5238024049,1113.4189346511,1006.4393383767,908.7837423518
ENSMUSG00000037606.18,3225.0432425717,2869.9767128496,3092.2052806958,3114.1659910868,3371.3804862292,3280.6093610256,3213.8565854672,3360.2003938883
ENSMUSG00000042359.18,668.7280642044,560.0440668825,368.8042207178,324.3306777675,744.0975866056,634.2511431316,962.7674144235,954.7727986205
ENSMUSG00000038534.18,500.3002805226,509.2215625924,506.6100988893,530.36445179,542.6127173103,464.2559307876,533.9885247008,617.8529733481
ENSMUSG00000020189.15,2237.3986648867,2410.5811348553,2299.0779243135,2140.1881502531,2251.2443069288,2403.7919499879,2218.3352280788,2209.4742250798
ENSMUSG00000028559.17,3354.6030761731,3016.465107568,3598.8153795851,3573.5523006298,3513.0183646448,3443.6457050281,3173.1622926926,3376.1965873731
ENSMUSG00000054594.13,0,0,0,0,0.997449848,9.941240488,0,4.998810464
ENSMUSG00000042616.8,374.7269033396,468.364255222,399.5379057776,361.7913639534,425.9110850946,392.6789992743,420.8385399129,436.896034552
ENSMUSG00000035399.12,561.0937409048,566.0231850342,642.4331586697,723.5827279068,680.2607963338,601.4450495214,762.2735817291,668.8408400807
ENSMUSG00000006289.14,735.5012092144,856.0104153951,700.9263012029,754.1427613743,795.9649787015,860.911426257,795.027524694,855.7963514336
ENSMUSG00000026096.14,61.7900744868,76.732016281,102.1151471342,64.0774895285,85.7806869277,64.6180631717,77.4184106444,106.9745439292
ENSMUSG00000074063.10,388.6795008044,264.0777183698,542.3008299265,434.7411212628,470.7963282545,341.9786727857,509.1749315456,459.8905626863
ENSMUSG00000041153.9,196.3329786114,258.0986002181,248.843708065,274.0544936759,148.6200273515,233.619151467,200.4938326944,159.9619348474
ENSMUSG00000058755.3,0,0,0,1.9716150624,0,0,0,0
ENSMUSG00000022146.12,5176.4136594305,4395.648361243,4571.387800349,6394.9334549477,6370.7121791556,5442.8291671562,6977.5823952545,6171.5313988315
ENSMUSG00000048387.8,11189.9831667474,12928.8464835109,6895.2509545494,6430.4225260712,10655.7567261499,10791.2165496767,10818.7266156862,14272.6036367599
ENSMUSG00000022330.5,2021.1334041827,1555.5672391522,849.6376805246,761.0434140927,1502.1594710832,1062.7186081626,1730.9962585098,1745.5846140223
ENSMUSG00000038803.7,1115.2111830772,1166.9245592871,1142.1033931906,1111.9908952029,887.7303647172,1015.9947778692,958.7972395186,1020.757096745
ENSMUSG00000041084.8,2983.862629252,3710.0428131733,3201.2602921984,3530.1767692566,3029.2551883663,3370.0805254172,2833.7123383288,3032.2784274512
ENSMUSG00000024725.13,2432.7350293935,2713.5231212117,2624.2601404302,3051.0743090894,2274.1856534327,2402.7978259391,2306.6716197115,2311.449958545
ENSMUSG00000038280.12,778.3556157134,736.4280523597,829.8094966151,987.7791462706,789.9802796135,726.7046796696,779.1468250747,632.8494047401
ENSMUSG00000052276.8,0,0,1.982818391,0,0,0,0,0.9997620928
ENSMUSG00000034990.15,17.9390538833,6.9756378437,11.8969103457,11.8296903745,7.979598784,11.9294885855,10.9179809883,10.9973830208
ENSMUSG00000091455.4,0,0,1.982818391,0,0,0,0,1.9995241856
ENSMUSG00000051596.13,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000050201.9,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000027416.2,0,6.9756378437,0,0,0,0,0,0
ENSMUSG00000044055.5,11.9593692555,10.9617166116,25.7766390824,7.8864602497,9.97449848,5.9647442928,13.8956121669,13.9966692991
ENSMUSG00000021685.11,1.9932282093,3.9860787678,0,5.9148451872,0,0,0,0
ENSMUSG00000094885.7,0,0,0,0,0,0,0,1.9995241856
ENSMUSG00000024767.11,4193.7521522687,4238.198249913,4490.0922463198,4809.7549447649,4478.5498175057,4534.1997865569,3932.458243243,4357.962962499
ENSMUSG00000021203.15,238.1907710058,228.2030094592,262.7234368017,285.8841840504,243.3777629112,288.2959741507,264.0166311718,278.9336238902
ENSMUSG00000043415.5,418.5779239432,578.9779410297,352.9416735902,454.457271887,493.7376747584,451.3323181532,460.5402889613,445.8938933871
ENSMUSG00000041161.8,314.930057062,257.1020805261,313.285305771,358.8339413598,288.2630060711,227.6544071742,303.7183802202,312.9255350452
ENSMUSG00000036990.13,3518.0477893319,3321.4001333083,3709.8532094786,3632.7007525023,3248.6941549256,3268.6798724401,3237.6776348962,2719.3528924059
ENSMUSG00000031154.15,3736.3062782451,3284.5289047057,3203.2431105894,3512.4322336949,3687.5720880442,3288.562353416,3539.410927664,3420.1861194561
ENSMUSG00000051582.2,0,0,1.982818391,0,0.997449848,0,0,0
ENSMUSG00000040550.17,1135.1434651697,1288.4999617065,1269.9951794073,1320.982091819,1293.6924528519,1214.8195876283,1258.545444834,1264.6990473873
ENSMUSG00000033510.14,3.9864564185,0,0,0,0,0,0,0
ENSMUSG00000038495.14,3423.3694493924,3310.4384166967,4123.270843993,4469.6513464981,3780.3349239079,3456.5693176625,3758.7630911563,3281.2191885574
ENSMUSG00000046034.8,1032.4922123932,1028.4083221045,870.4572736297,1146.4941587952,1076.2483859886,935.4707299167,1047.1336311513,1144.7275962518
ENSMUSG00000056069.10,595.9752345667,625.8143665519,898.2167311031,674.2923513464,670.2862978539,750.5636568407,723.5643764069,862.7946860832
ENSMUSG00000005917.15,27.9051949295,26.906031683,42.6305954056,21.6877656866,32.9158449839,21.8707290735,24.8135931552,38.9907216191
ENSMUSG00000021848.16,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000098682.8,0,0,3.9656367819,0,0,0,0,0
ENSMUSG00000038268.4,188.3600657744,235.178647303,155.65124369,248.4234978645,190.5129209674,221.6896628814,181.6355018964,188.9550355385
ENSMUSG00000074340.9,47.8374770221,45.8399058302,47.5876413829,24.6451882802,46.8801428558,45.7297062446,46.6495551319,41.9900078974
ENSMUSG00000024922.2,1.9932282093,0,0,3.9432301248,2.992349544,1.9882480976,6.9478060835,6.9983346496
ENSMUSG00000100512.1,0,0,0,0,0,11.9294885855,0,0
ENSMUSG00000000959.7,2262.3140175024,2221.2423933826,1893.591563363,1931.1969536369,2380.9127871684,2245.7262262294,2170.6931292207,2231.4689911213
ENSMUSG00000022186.14,10581.0519488206,11865.5599721877,11349.652469832,11354.5311444563,10262.7614860391,11512.9506091024,8570.6150758212,9233.8026890666
ENSMUSG00000039670.2,265.0993518307,277.0324743653,194.3162023137,243.4944602084,188.5180212714,236.6015236134,249.1284752786,434.8965103664
ENSMUSG00000021906.14,218.2584889132,193.3248202406,167.5481540358,180.4027782111,167.5715744635,215.7249185887,130.0232281335,176.9578904249
ENSMUSG00000022307.16,2358.9855856512,2071.7644395883,2584.6037726111,2590.7021920152,2649.2267962795,2105.5547353492,2603.4421938482,2126.4939713777
ENSMUSG00000021786.13,224.238173541,301.9454666644,310.3110781846,306.5861422058,346.1150972549,280.3429817604,313.6438174823,321.9233938804
ENSMUSG00000036737.12,2163.6492211443,2507.2435449756,2091.8734024586,2195.3933720007,2157.4840212171,2268.5910793517,2247.1189961389,2119.4956367281
ENSMUSG00000027301.7,0.9966141046,1.9930393839,0,0,0,0,0,0
ENSMUSG00000049112.9,2.9898423139,1.9930393839,0,3.9432301248,2.992349544,1.9882480976,0,0
ENSMUSG00000020787.14,1.9932282093,0,0,0,0,1.9882480976,0,0
ENSMUSG00000029503.16,8.9695269416,8.9686772277,0,6.9006527185,6.982148936,3.9764961952,1.9850874524,15.9961934847
ENSMUSG00000027071.14,51.8239334406,21.9234332232,29.7422758643,44.3613389044,43.8877933119,46.7238302934,87.3438479065,84.9797778877
ENSMUSG00000029470.15,404.6253264784,395.6183177088,606.7424276325,629.9310124421,425.9110850946,274.3782374676,415.8758212819,353.9157808499
ENSMUSG00000005950.14,243.1738415289,136.5231977988,190.3505655318,149.8427447437,179.5409726394,208.7660502471,220.3447072186,200.9521806521
ENSMUSG00000022758.14,79.7291283701,12.9547559955,72.3728712699,41.4039163107,75.8061884478,45.7297062446,49.6271863105,46.9888183614
ENSMUSG00000029468.17,23.918738511,12.9547559955,5.9484551729,36.4748786547,16.9566474159,3.9764961952,12.9030684407,2.9992862784
ENSMUSG00000050921.12,0,0,0,6.9006527185,1.994899696,1.9882480976,0,0
ENSMUSG00000054293.10,4.9830705231,1.9930393839,15.8625471276,8.8722677809,11.969398176,0,14.8881558931,11.9971451136
ENSMUSG00000036353.13,3.9864564185,0,0,0,1.994899696,5.9647442928,2.9776311786,11.9971451136
ENSMUSG00000036362.2,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000036381.13,132.5496759153,80.7180950489,7.9312735638,87.7368702775,73.8112887518,40.7590860006,99.254372621,119.9714511356
ENSMUSG00000032860.5,54.8137757545,52.815543674,99.1409195478,56.1910292789,63.8367902718,66.6063112693,61.537711025,76.9816811453
ENSMUSG00000044359.1,0,0,0,3.9432301248,0,0,0,0
ENSMUSG00000048779.5,11.9593692555,3.9860787678,3.9656367819,0,2.992349544,0,0,5.9985725568
ENSMUSG00000028641.16,4734.913611081,3415.0729843527,5297.0993314389,5739.3714466943,4603.2310485053,4213.097718796,4558.7533344814,3789.098331698
ENSMUSG00000038168.5,7.972912837,3.9860787678,5.9484551729,0,2.992349544,1.9882480976,7.9403498097,0.9997620928
ENSMUSG00000023191.9,7504.5042078383,6658.744581688,6934.9073223685,7082.0413041999,7069.9245226014,6327.5995705843,7435.1450530372,7227.2801688244
ENSMUSG00000006931.15,6448.0932569341,5089.2260668483,6682.0979775216,6740.9518984018,5979.7118387409,5371.2522356429,6634.1622659859,5887.5989644774
ENSMUSG00000019916.14,7267.3100509371,8468.4243422904,6447.1339981934,7233.8556640059,7937.7058903586,7720.367362947,8155.7317982655,7120.3056248952
ENSMUSG00000018906.14,1456.0532068595,1466.8769865676,1889.625926581,2038.6499745386,1484.2053738193,1274.467030556,1679.3839847469,1494.6443287305
ENSMUSG00000051048.17,1864.6649897564,1672.1600431117,2238.6019633893,2387.6258405863,1871.215914842,1943.5125153955,1836.205893488,2081.5046772019
ENSMUSG00000025130.11,32705.885071531,35070.5175192075,32731.3745887058,36864.2726295314,33181.1666434618,36250.7334393333,32829.3762881136,34475.7960079873
ENSMUSG00000006675.10,40.8611782897,70.7528981293,76.3385080518,42.389723842,40.8954437679,44.7355821958,33.7464866911,32.9921490623
ENSMUSG00000025364.13,4193.7521522687,5349.3177064503,5449.7763475425,5500.8060241419,4161.3607658427,4951.7318870511,3767.6959846922,4257.9867532194
ENSMUSG00000022283.15,70936.9987391118,76519.7575866617,69701.0234880799,74967.7053257916,75246.6190830311,79580.6242301403,72400.1095646437,73805.4369765006
ENSMUSG00000054582.4,20.9288961972,29.8955907589,24.7852298869,8.8722677809,4.98724924,22.8648531223,19.8508745242,7.9980967424
ENSMUSG00000011257.19,14049.2690329211,15272.6607990047,13624.936573454,14831.4743070277,15020.5972609839,14828.3543118359,14102.0612619881,14195.6219556145
ENSMUSG00000090919.6,8.9695269416,3.9860787678,50.5618689694,93.6517154648,20.9464468079,0,36.7241178698,7.9980967424
ENSMUSG00000022194.15,1196.9335396565,938.7215498279,1290.8147725123,931.5881169918,1005.4294467808,937.4589780143,1005.4467946505,926.7794600222
ENSMUSG00000069867.3,0,0,3.9656367819,0,0,0,0,0.9997620928
ENSMUSG00000026627.7,491.3307535809,438.4686644631,488.7647333706,610.2148618179,468.8014285585,491.097280105,557.8095741299,525.8748608108
ENSMUSG00000037196.6,0,0,0,0,2.992349544,11.9294885855,0,0
ENSMUSG00000024855.10,2550.3354937395,2611.8781126316,2537.0161312282,2298.9031627776,2614.3160515996,2521.0985877458,2678.8755170401,2683.3614570653
ENSMUSG00000021143.10,3268.8942631752,3162.9535022864,3050.5660944858,3150.6408697415,3072.1455318302,3043.0137133635,3521.5451405922,3379.1958736515
ENSMUSG00000040276.15,0,0,1.982818391,0,0,0,1.9850874524,0
ENSMUSG00000016664.16,4047.2498788886,4172.4279502436,4905.4926992251,4511.0552628088,4093.5341761789,4310.5218755779,4124.0191824015,3971.0550325869
ENSMUSG00000027257.13,1762.0137369798,1550.5846406924,2008.5950300384,1735.0212549265,1734.5652856665,1691.0050070014,1542.41295053,1980.5287058295
ENSMUSG00000028927.6,0,0,0,2.9574225936,0,0,1.9850874524,0
ENSMUSG00000025328.9,0,0,0,0,0,0,0,3.9990483712
ENSMUSG00000025330.6,4.9830705231,0,0,0,0,0,0,0
ENSMUSG00000040935.12,0,0,0,0,0,0,3.9701749048,0
ENSMUSG00000003437.14,1975.2891553699,1765.8328941561,1703.2409978312,1691.6457235533,1761.4964315624,1709.8933639285,1954.318596907,1668.602932877
ENSMUSG00000020745.15,9165.8599202508,9263.6470564758,9952.7569134035,10210.0086007235,9494.7251030816,9391.4898889725,9571.0991518406,9282.7910316136
ENSMUSG00000097041.1,0,0.996519692,0,1.9716150624,0,4.970620244,6.9478060835,0
ENSMUSG00000003131.7,4542.567088888,4732.472017126,4423.6678302228,4076.314141546,5091.9814740237,4832.4370011956,4686.7914751624,4691.883501493
ENSMUSG00000005447.12,2945.9912932762,3221.7481641121,2588.569409393,2647.8790288253,2827.770319071,3140.4378701455,2641.1588554441,3287.2177611142
ENSMUSG00000037366.14,1474.9888748474,1255.6148118717,1261.072496648,1279.5781755083,1547.0447142431,1345.0498380205,1678.3914410207,1470.6500385034
ENSMUSG00000027508.15,186.3668375652,143.4988356425,163.5825172539,181.3885857423,233.4032644313,177.9482047344,126.0530532286,125.9700236923
ENSMUSG00000030680.6,0,0.996519692,0,0,0,0,0,0
ENSMUSG00000029247.17,10518.2652602291,12132.6272496335,10091.5542007704,10663.4800650793,10812.3563522854,10921.446800069,9319.9855891095,10408.5231481022
ENSMUSG00000025451.15,2592.1932861338,2605.8989944798,2245.5418277576,2325.5199661202,2642.2446473435,2162.2198061305,2833.7123383288,2653.3685942814
ENSMUSG00000037058.16,3380.5150428934,3554.5857412273,3045.6090485084,2928.8341752196,3369.3855865332,3398.9101228323,3362.7381443986,3771.1026140276
ENSMUSG00000045896.14,1630.4606751691,1962.1472734726,1849.9695587619,2030.7635142889,1845.2822187941,1876.9062041262,1713.130471438,1836.5629644668
ENSMUSG00000030774.13,3162.2565539802,3302.466259161,2817.5849335484,2833.2108446924,3133.987422406,2869.0420048242,3084.8259010599,3198.2389348553
ENSMUSG00000038683.16,1137.1366933789,1254.6182921798,1249.1755863023,1541.8029788097,1091.2101337085,1174.0605016277,1050.1112623299,1098.7385399831
ENSMUSG00000022781.8,4266.5049819065,4649.7608826932,4571.387800349,4977.3422250703,4617.1953463772,4919.9199174897,4494.2379922777,4219.9957936932
ENSMUSG00000031284.16,3328.6911094528,3234.7029201076,3141.7757404697,2792.7927359129,3261.6610029496,3469.4929302968,3211.8714980147,3249.226801588
ENSMUSG00000030602.13,1206.8996807028,1292.4860404743,1195.6394897465,1124.8063931086,1132.1055774764,1499.1390655838,1098.7459049142,1031.7544797658
ENSMUSG00000074923.10,14.9492115694,13.9512756875,18.8367747141,3.9432301248,5.984699088,22.8648531223,9.9254372621,0
ENSMUSG00000038729.24,4.9830705231,7.9721575357,5.9484551729,16.7587280305,9.97449848,12.9236126343,9.9254372621,9.997620928
ENSMUSG00000090053.9,11.9593692555,1.9930393839,34.6993218417,33.5174560611,7.979598784,10.9353645368,21.8359619766,6.9983346496
ENSMUSG00000044702.13,135.5395182292,185.3526627049,156.6426528855,144.9137070876,91.7653860157,134.2067465874,66.5004296561,140.9664550843
ENSMUSG00000020092.9,729.5215245867,804.1913914131,1129.2150736494,926.6590793357,798.9573282454,774.4226340118,605.4516729879,800.8094363298
ENSMUSG00000058056.16,8903.750410734,8384.7166881656,8557.844175366,8571.5964838555,10225.8558416633,8868.580639306,9883.7504255967,9356.7734264805
ENSMUSG00000035863.14,4668.140466071,4706.562505135,4583.2847106947,4540.6294887451,4685.021936041,4673.3771533883,4787.0383915096,5240.7528904382
ENSMUSG00000047986.12,0,1.9930393839,0,6.9006527185,1.994899696,0,4.962718631,0
ENSMUSG00000033377.14,2.9898423139,1.9930393839,1.982818391,0,1.994899696,0.9941240488,0,0
ENSMUSG00000026335.16,6997.2276285833,5569.5485583738,5213.8209590187,5106.4830116586,7490.848358456,5109.7976108096,7245.5692013312,5884.599678199
ENSMUSG00000014301.13,555.114056277,635.7795634716,517.5156000395,520.5063764779,577.5234619902,566.6507078135,499.2494942835,556.8674856875
ENSMUSG00000005682.9,1813.8376704204,1557.5602785361,1406.8096483833,1462.938376313,1649.7820485867,1452.4152352904,1552.338387792,1646.6081668355
ENSMUSG00000029647.15,2470.6063653693,2009.9802186867,2074.02803694,2172.7197987829,2165.4636200011,2346.1327551577,2419.8216044994,2242.4663741421
ENSMUSG00000033610.16,876.0237979668,939.7180695199,735.6256230447,863.5673973384,687.2429452698,785.3579985486,709.66876424,655.8439328744
ENSMUSG00000037514.17,2274.2733867579,2164.4407709408,1932.2565219866,1992.3170205718,2173.443218785,2170.1727985209,2148.8571672441,2129.4932576561
ENSMUSG00000018846.8,5521.2421396313,5998.0520259174,5789.8297015915,5825.1367019094,6087.4364223245,6030.3564799944,5794.4702736125,5392.7167285432
ENSMUSG00000029056.13,855.0949017696,981.5718965823,872.4400920206,801.4615228723,681.2582461818,838.0465731347,862.5204980763,718.8289447205
ENSMUSG00000060424.14,0,0,0,0,0,0,0.9925437262,0
ENSMUSG00000097063.3,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000058441.7,0,0,1.982818391,2.9574225936,5.984699088,1.9882480976,1.9850874524,0
ENSMUSG00000011118.4,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000025464.15,562.0903550094,631.7934847037,628.553429933,610.2148618179,620.413805454,609.3980419117,558.8021178561,686.8365577511
ENSMUSG00000021223.13,1.9932282093,0,1.982818391,5.9148451872,0.997449848,11.9294885855,7.9403498097,4.998810464
ENSMUSG00000021111.15,5858.0977069951,5986.0937896138,5513.2265360531,5618.1171203557,6157.2579116843,5885.2143688702,6420.7653648509,5965.5804077155
ENSMUSG00000074817.2,4.9830705231,0,21.8110023005,5.9148451872,4.98724924,0,3.9701749048,5.9985725568
ENSMUSG00000020273.13,833.1693914678,793.2296748015,749.5053517814,717.6678827196,690.2352948138,678.9867253274,853.5876045404,781.8139565667
ENSMUSG00000028370.7,4505.6923670168,3429.0242600402,4096.502795715,4468.6655389669,4999.21863816,3882.054410547,5452.0426880701,4824.8518598349
ENSMUSG00000073530.11,227.2280158549,305.9315454322,126.9003770212,79.8504100279,294.2477051591,376.7730144936,211.4118136827,342.9183978291
ENSMUSG00000028032.13,8745.2887680984,10606.9556012401,7511.9074741367,7990.9558479738,7447.9580149922,8383.4481034937,6977.5823952545,8198.0491609296
ENSMUSG00000024899.7,560.0971268001,545.096271503,697.9520736165,833.0073638709,649.3398510459,554.721219228,593.5411482734,453.8919901295
ENSMUSG00000055725.11,155.4718003217,178.3770248611,138.7972873669,170.544702899,157.5970759835,162.0422199537,166.7473460032,181.9567008889
ENSMUSG00000023909.4,440.503434245,582.9640197976,652.3472506245,739.3556484062,483.7631762785,557.7035913744,493.2942319262,550.8689131308
ENSMUSG00000032278.11,0,0,0,0,0,0,2.9776311786,7.9980967424
ENSMUSG00000041423.16,0,0,0,5.9148451872,2.992349544,0,0,7.9980967424
ENSMUSG00000037348.15,25.9119667203,22.9199529151,17.8453655186,25.6309958114,21.9438966559,24.8531012199,14.8881558931,32.9921490623
ENSMUSG00000025931.15,263.1061236214,268.0637971377,183.4107011634,171.5305104302,263.3267598712,178.9423287832,231.2626882069,233.9443297143
ENSMUSG00000064225.6,0,0,0.9914091955,0,0,0,0,0
ENSMUSG00000025812.18,2869.25200722,2877.9488703853,2575.6810898518,2673.5100246367,3029.2551883663,3113.596520828,3075.893007524,2941.3000770067
ENSMUSG00000052062.14,0,1.9930393839,0,0,0.997449848,1.9882480976,8.9328935359,1.9995241856
ENSMUSG00000005699.16,342.8352519915,338.816695267,305.3540322072,362.7771714846,275.2961580471,416.5379764454,338.4574106375,382.908881541
ENSMUSG00000044641.7,527.2088613475,529.1519564317,348.9760368083,344.0468283917,565.5540638142,506.009140837,450.6148516992,541.8710542956
ENSMUSG00000056214.9,664.7416077859,818.1426671005,757.4366253452,711.7530375323,742.1026869096,738.6341682552,738.4525323001,783.8134807523
ENSMUSG00000021911.16,1351.4087258737,1180.8758349746,1249.1755863023,1239.1600667287,1303.6669513318,1192.9488585548,1421.3226159324,1351.6783494606
ENSMUSG00000028964.14,2775.5702813851,2676.6518926091,2797.7567496389,2731.672668978,2393.8796351923,2591.6813952103,2428.7544980353,2803.3329082008
ENSMUSG00000033918.16,1010.5667020914,964.6310618189,1100.4642069806,1102.1328198908,1068.2687872046,970.2650716246,899.244615946,897.7863593311
ENSMUSG00000022685.9,1569.6672147869,1809.6797606024,1455.3886989617,1552.646861653,1600.9070060349,1600.539718561,1755.809851665,1827.5651056316
ENSMUSG00000026496.11,2277.2632290718,2605.8989944798,2899.8718967731,3107.2653383683,2139.5299239532,2363.0328639873,2005.9308706699,1954.5348914168
ENSMUSG00000063268.12,1601.5588661349,1317.3990327733,1345.3422782636,1636.4405018057,1578.963109379,1421.5973897778,1595.0177680191,1514.6395705864
ENSMUSG00000037997.12,771.379316981,721.4802569803,756.4452161497,782.7311797793,778.0108814375,618.3451583509,806.9380494085,741.8234728548
ENSMUSG00000038507.6,377.7167456535,281.0185531332,300.3969862298,213.9202342722,395.9875896547,254.4957564917,226.2999695758,314.9250592308
ENSMUSG00000034422.14,110.6241656136,94.6693707364,106.0807839161,157.7292049933,138.6455288716,135.2008706362,150.8666463839,105.9747818364
ENSMUSG00000032392.11,471.3984714884,382.6635617133,500.6616437164,454.457271887,445.8600820546,499.0502724954,451.6073954254,463.8896110575
ENSMUSG00000036023.6,360.7743058748,427.5069478516,460.0138667018,404.1810877954,348.1099969509,369.814146152,364.263547519,392.9065024689
ENSMUSG00000023249.15,3217.0703297347,2774.3108224213,3378.722538189,3214.71835927,2782.8850759111,2729.8646379929,3142.3934371801,3218.2341767113
ENSMUSG00000054509.7,1011.563316196,1053.3213144035,1000.3318782373,874.4112801817,1062.2840881166,996.1122968932,951.8494334351,1144.7275962518
ENSMUSG00000025237.16,896.9526941639,769.3132021944,731.6599862628,627.9593973796,815.9139756614,783.369750451,858.5503231714,924.7799358366
